cycle,phase,step,t_ms,pause_no,servo6_q_target,servo6_q_measured,servo6_q_delta,servo7_q_target,servo7_q_measured,servo7_q_delta,servo8_q_target,servo8_q_measured,servo8_q_delta,servo9_q_target,servo9_q_measured,servo9_q_delta,middle_det_bit,index_det_bit
0,MOVE,88,1861.5,-1,0.535,0.51134,0.02366,0.5,0.51818,-0.01818,0.535,0.49643,0.03857,0.5,0.49903,0.00097,0,0
0,MOVE,89,1881.5,-1,0.54,0.51134,0.02866,0.5,0.51818,-0.01818,0.54,0.49643,0.04357,0.5,0.49903,0.00097,0,0
0,MOVE,90,1902.6,-1,0.545,0.50785,0.03715,0.5,0.51818,-0.01818,0.545,0.49643,0.04857,0.5,0.50097,-0.00097,0,0
0,MOVE,91,1923.2,-1,0.55,0.5096,0.0404,0.5,0.51818,-0.01818,0.55,0.49991,0.05009,0.5,0.49903,0.00097,0,0
0,PAUSE,92,1943.5,1,0.55,0.51832,0.03168,0.5,0.5215,-0.0215,0.55,0.5034,0.0466,0.5,0.50097,-0.00097,0,0
0,PAUSE,93,1965.6,1,0.55,0.51658,0.03342,0.5,0.51818,-0.01818,0.55,0.51036,0.03964,0.5,0.50097,-0.00097,0,0
0,PAUSE,94,1985.6,1,0.55,0.52356,0.02644,0.5,0.51818,-0.01818,0.55,0.51558,0.03442,0.5,0.50097,-0.00097,0,0
0,PAUSE,95,2004.8,1,0.55,0.53752,0.01248,0.5,0.51818,-0.01818,0.55,0.52429,0.02571,0.5,0.49903,0.00097,0,0
0,PAUSE,96,2025.9,1,0.55,0.53752,0.01248,0.5,0.51818,-0.01818,0.55,0.52603,0.02397,0.5,0.50097,-0.00097,0,0
0,PAUSE,97,2046.3,1,0.55,0.54101,0.00899,0.5,0.51984,-0.01984,0.55,0.533,0.017,0.5,0.50097,-0.00097,0,0
0,PAUSE,98,2067.4,1,0.55,0.5445,0.0055,0.5,0.51818,-0.01818,0.55,0.533,0.017,0.5,0.5029,-0.0029,0,0
0,PAUSE,99,2088.8,1,0.55,0.54625,0.00375,0.5,0.51818,-0.01818,0.55,0.53648,0.01352,0.5,0.50097,-0.00097,0,0
0,PAUSE,100,2109.1,1,0.55,0.55148,-0.00148,0.5,0.51652,-0.01652,0.55,0.53996,0.01004,0.5,0.50097,-0.00097,0,0
0,PAUSE,101,2129.4,1,0.55,0.55148,-0.00148,0.5,0.51984,-0.01984,0.55,0.53822,0.01178,0.5,0.50097,-0.00097,0,0
0,PAUSE,102,2150.5,1,0.55,0.55323,-0.00323,0.5,0.51984,-0.01984,0.55,0.53996,0.01004,0.5,0.50097,-0.00097,0,0
0,PAUSE,103,2170.9,1,0.55,0.55323,-0.00323,0.5,0.51818,-0.01818,0.55,0.5417,0.0083,0.5,0.50097,-0.00097,0,0
0,PAUSE,104,2191.8,1,0.55,0.55497,-0.00497,0.5,0.51984,-0.01984,0.55,0.5417,0.0083,0.5,0.50097,-0.00097,0,0
0,PAUSE,105,2211.9,1,0.55,0.55323,-0.00323,0.5,0.51652,-0.01652,0.55,0.5417,0.0083,0.5,0.50097,-0.00097,0,0
0,PAUSE,106,2232.6,1,0.55,0.55497,-0.00497,0.5,0.51818,-0.01818,0.55,0.5417,0.0083,0.5,0.49903,0.00097,0,0
0,PAUSE,107,2254.2,1,0.55,0.55323,-0.00323,0.5,0.5215,-0.0215,0.55,0.53996,0.01004,0.5,0.49903,0.00097,0,0
0,PAUSE,108,2275.9,1,0.55,0.55497,-0.00497,0.5,0.51818,-0.01818,0.55,0.54867,0.00133,0.5,0.50097,-0.00097,0,0
0,PAUSE,109,2296.7,1,0.55,0.55323,-0.00323,0.5,0.51652,-0.01652,0.55,0.5417,0.0083,0.5,0.50097,-0.00097,0,0
0,PAUSE,110,2317.6,1,0.55,0.55323,-0.00323,0.5,0.51818,-0.01818,0.55,0.53996,0.01004,0.5,0.5029,-0.0029,0,0
0,PAUSE,111,2338.9,1,0.55,0.55497,-0.00497,0.5,0.51818,-0.01818,0.55,0.5417,0.0083,0.5,0.50097,-0.00097,0,0
0,PAUSE,112,2359.7,1,0.55,0.55323,-0.00323,0.5,0.51984,-0.01984,0.55,0.5417,0.0083,0.5,0.50097,-0.00097,0,0
0,PAUSE,113,2380.6,1,0.55,0.55323,-0.00323,0.5,0.51818,-0.01818,0.55,0.5417,0.0083,0.5,0.5029,-0.0029,0,0
0,PAUSE,114,2403.5,1,0.55,0.55323,-0.00323,0.5,0.51818,-0.01818,0.55,0.53996,0.01004,0.5,0.50097,-0.00097,0,0
0,PAUSE,115,2425.6,1,0.55,0.55323,-0.00323,0.5,0.51984,-0.01984,0.55,0.5417,0.0083,0.5,0.50097,-0.00097,0,0
0,PAUSE,116,2445.1,1,0.55,0.55323,-0.00323,0.5,0.51818,-0.01818,0.55,0.54693,0.00307,0.5,0.50097,-0.00097,0,0
0,PAUSE,117,2467.3,1,0.55,0.55497,-0.00497,0.5,0.51818,-0.01818,0.55,0.55215,-0.00215,0.5,0.49903,0.00097,0,0
0,PAUSE,118,2484.4,1,0.55,0.55672,-0.00672,0.5,0.51818,-0.01818,0.55,0.54519,0.00481,0.5,0.49903,0.00097,0,0
0,PAUSE,119,2505.0,1,0.55,0.55323,-0.00323,0.5,0.51818,-0.01818,0.55,0.54519,0.00481,0.5,0.50097,-0.00097,0,0
0,PAUSE,120,2526.5,1,0.55,0.55497,-0.00497,0.5,0.51818,-0.01818,0.55,0.54693,0.00307,0.5,0.49903,0.00097,0,0
0,PAUSE,121,2547.5,1,0.55,0.55497,-0.00497,0.5,0.51984,-0.01984,0.55,0.54693,0.00307,0.5,0.50097,-0.00097,0,0
0,PAUSE,122,2569.1,1,0.55,0.55323,-0.00323,0.5,0.51818,-0.01818,0.55,0.54519,0.00481,0.5,0.49903,0.00097,0,0
0,PAUSE,123,2589.5,1,0.55,0.55672,-0.00672,0.5,0.51984,-0.01984,0.55,0.54519,0.00481,0.5,0.50097,-0.00097,0,0
0,PAUSE,124,2612.5,1,0.55,0.55323,-0.00323,0.5,0.51818,-0.01818,0.55,0.54693,0.00307,0.5,0.49903,0.00097,0,0
0,PAUSE,125,2630.9,1,0.55,0.55672,-0.00672,0.5,0.51818,-0.01818,0.55,0.54519,0.00481,0.5,0.49903,0.00097,0,0
0,PAUSE,126,2651.2,1,0.55,0.55323,-0.00323,0.5,0.51984,-0.01984,0.55,0.54519,0.00481,0.5,0.5029,-0.0029,0,0
0,PAUSE,127,2673.1,1,0.55,0.55672,-0.00672,0.5,0.51984,-0.01984,0.55,0.54867,0.00133,0.5,0.50097,-0.00097,0,0
0,PAUSE,128,2694.5,1,0.55,0.55497,-0.00497,0.5,0.5215,-0.0215,0.55,0.54693,0.00307,0.5,0.50097,-0.00097,0,0
0,PAUSE,129,2715.5,1,0.55,0.55323,-0.00323,0.5,0.51818,-0.01818,0.55,0.54519,0.00481,0.5,0.50097,-0.00097,0,0
0,PAUSE,130,2734.6,1,0.55,0.55672,-0.00672,0.5,0.51818,-0.01818,0.55,0.54519,0.00481,0.5,0.49903,0.00097,0,0
0,PAUSE,131,2755.1,1,0.55,0.55497,-0.00497,0.5,0.51984,-0.01984,0.55,0.54519,0.00481,0.5,0.50097,-0.00097,0,0
0,MOVE,132,2775.7,-1,0.555,0.55323,0.00177,0.5,0.51818,-0.01818,0.555,0.54693,0.00807,0.5,0.49903,0.00097,0,0
0,MOVE,133,2798.5,-1,0.56,0.55497,0.00503,0.5,0.51984,-0.01984,0.56,0.54867,0.01133,0.5,0.50097,-0.00097,0,0
0,MOVE,134,2818.7,-1,0.565,0.55497,0.01003,0.5,0.51818,-0.01818,0.565,0.54867,0.01633,0.5,0.50097,-0.00097,0,0
0,MOVE,135,2838.8,-1,0.57,0.55672,0.01328,0.5,0.51818,-0.01818,0.57,0.54693,0.02307,0.5,0.49903,0.00097,0,0
0,MOVE,136,2860.5,-1,0.575,0.55323,0.02177,0.5,0.51818,-0.01818,0.575,0.54344,0.03156,0.5,0.50097,-0.00097,0,0
0,MOVE,137,2880.9,-1,0.58,0.55497,0.02503,0.5,0.51984,-0.01984,0.58,0.54867,0.03133,0.5,0.50097,-0.00097,0,0
0,MOVE,138,2901.3,-1,0.585,0.55323,0.03177,0.5,0.51818,-0.01818,0.585,0.54519,0.03981,0.5,0.50097,-0.00097,0,0
0,MOVE,139,2922.0,-1,0.59,0.55323,0.03677,0.5,0.51984,-0.01984,0.59,0.54693,0.04307,0.5,0.50484,-0.00484,0,0
0,MOVE,140,2942.9,-1,0.595,0.55497,0.04003,0.5,0.51984,-0.01984,0.595,0.54693,0.04807,0.5,0.50097,-0.00097,0,0
0,MOVE,141,2965.8,-1,0.6,0.55672,0.04328,0.5,0.51984,-0.01984,0.6,0.54693,0.05307,0.5,0.50097,-0.00097,0,0
0,PAUSE,142,2985.6,2,0.6,0.5637,0.0363,0.5,0.51818,-0.01818,0.6,0.54867,0.05133,0.5,0.49903,0.00097,0,0
0,PAUSE,143,3005.5,2,0.6,0.56021,0.03979,0.5,0.51818,-0.01818,0.6,0.55041,0.04959,0.5,0.49903,0.00097,0,0
0,PAUSE,144,3026.2,2,0.6,0.56894,0.03106,0.5,0.51818,-0.01818,0.6,0.55389,0.04611,0.5,0.49903,0.00097,0,0
0,PAUSE,145,3047.2,2,0.6,0.57068,0.02932,0.5,0.51984,-0.01984,0.6,0.56086,0.03914,0.5,0.50484,-0.00484,0,0
0,PAUSE,146,3069.1,2,0.6,0.57941,0.02059,0.5,0.51652,-0.01652,0.6,0.5626,0.0374,0.5,0.50097,-0.00097,0,0
0,PAUSE,147,3090.7,2,0.6,0.58115,0.01885,0.5,0.51984,-0.01984,0.6,0.56434,0.03566,0.5,0.50097,-0.00097,0,0
0,PAUSE,148,3109.0,2,0.6,0.58639,0.01361,0.5,0.51818,-0.01818,0.6,0.57479,0.02521,0.5,0.5029,-0.0029,0,0
0,PAUSE,149,3130.6,2,0.6,0.58988,0.01012,0.5,0.51818,-0.01818,0.6,0.5713,0.0287,0.5,0.50097,-0.00097,0,0
0,PAUSE,150,3151.2,2,0.6,0.59511,0.00489,0.5,0.51818,-0.01818,0.6,0.57653,0.02347,0.5,0.50097,-0.00097,0,0
0,PAUSE,151,3173.5,2,0.6,0.5986,0.0014,0.5,0.51818,-0.01818,0.6,0.58001,0.01999,0.5,0.49903,0.00097,0,0
0,PAUSE,152,3194.1,2,0.6,0.60209,-0.00209,0.5,0.51818,-0.01818,0.6,0.58349,0.01651,0.5,0.49903,0.00097,0,0
0,PAUSE,153,3214.8,2,0.6,0.60209,-0.00209,0.5,0.51818,-0.01818,0.6,0.58349,0.01651,0.5,0.49903,0.00097,0,0
0,PAUSE,154,3234.3,2,0.6,0.60209,-0.00209,0.5,0.51984,-0.01984,0.6,0.5922,0.0078,0.5,0.50097,-0.00097,0,0
0,PAUSE,155,3256.5,2,0.6,0.60384,-0.00384,0.5,0.51818,-0.01818,0.6,0.58523,0.01477,0.5,0.49903,0.00097,0,0
0,PAUSE,156,3278.0,2,0.6,0.60384,-0.00384,0.5,0.5215,-0.0215,0.6,0.58523,0.01477,0.5,0.49903,0.00097,0,0
0,PAUSE,157,3297.8,2,0.6,0.60384,-0.00384,0.5,0.51818,-0.01818,0.6,0.58523,0.01477,0.5,0.49903,0.00097,0,0
0,PAUSE,158,3318.4,2,0.6,0.60384,-0.00384,0.5,0.51818,-0.01818,0.6,0.58523,0.01477,0.5,0.49903,0.00097,0,0
0,PAUSE,159,3338.8,2,0.6,0.60209,-0.00209,0.5,0.51818,-0.01818,0.6,0.5922,0.0078,0.5,0.50097,-0.00097,0,0
0,PAUSE,160,3359.3,2,0.6,0.60384,-0.00384,0.5,0.51984,-0.01984,0.6,0.58001,0.01999,0.5,0.50097,-0.00097,0,0
0,PAUSE,161,3380.8,2,0.6,0.60209,-0.00209,0.5,0.51818,-0.01818,0.6,0.58523,0.01477,0.5,0.49903,0.00097,0,0
0,PAUSE,162,3402.6,2,0.6,0.60209,-0.00209,0.5,0.51818,-0.01818,0.6,0.58523,0.01477,0.5,0.50097,-0.00097,0,0
0,PAUSE,163,3425.6,2,0.6,0.60384,-0.00384,0.5,0.51984,-0.01984,0.6,0.58698,0.01302,0.5,0.50097,-0.00097,0,0
0,PAUSE,164,3446.5,2,0.6,0.60209,-0.00209,0.5,0.51818,-0.01818,0.6,0.5922,0.0078,0.5,0.49903,0.00097,0,0
0,PAUSE,165,3464.1,2,0.6,0.60209,-0.00209,0.5,0.51984,-0.01984,0.6,0.59568,0.00432,0.5,0.50097,-0.00097,0,0
0,PAUSE,166,3484.3,2,0.6,0.60209,-0.00209,0.5,0.51984,-0.01984,0.6,0.58698,0.01302,0.5,0.50097,-0.00097,0,0
0,PAUSE,167,3505.9,2,0.6,0.60384,-0.00384,0.5,0.51818,-0.01818,0.6,0.58523,0.01477,0.5,0.50097,-0.00097,0,0
0,PAUSE,168,3526.3,2,0.6,0.60209,-0.00209,0.5,0.51818,-0.01818,0.6,0.59568,0.00432,0.5,0.50097,-0.00097,0,0
0,PAUSE,169,3547.7,2,0.6,0.60209,-0.00209,0.5,0.51818,-0.01818,0.6,0.58698,0.01302,0.5,0.50097,-0.00097,0,0
0,PAUSE,170,3571.1,2,0.6,0.60384,-0.00384,0.5,0.51984,-0.01984,0.6,0.59742,0.00258,0.5,0.49903,0.00097,0,0
0,PAUSE,171,3590.9,2,0.6,0.60209,-0.00209,0.5,0.51984,-0.01984,0.6,0.58872,0.01128,0.5,0.50097,-0.00097,0,0
0,PAUSE,172,3609.5,2,0.6,0.60384,-0.00384,0.5,0.51984,-0.01984,0.6,0.59394,0.00606,0.5,0.49903,0.00097,0,0
0,PAUSE,173,3630.9,2,0.6,0.60209,-0.00209,0.5,0.51984,-0.01984,0.6,0.59742,0.00258,0.5,0.49903,0.00097,0,0
0,PAUSE,174,3651.0,2,0.6,0.60384,-0.00384,0.5,0.51818,-0.01818,0.6,0.59916,0.00084,0.5,0.5029,-0.0029,0,0
0,PAUSE,175,3672.2,2,0.6,0.60384,-0.00384,0.5,0.51652,-0.01652,0.6,0.59394,0.00606,0.5,0.49903,0.00097,0,0
0,PAUSE,176,3693.7,2,0.6,0.60384,-0.00384,0.5,0.51984,-0.01984,0.6,0.59916,0.00084,0.5,0.49903,0.00097,0,0
0,PAUSE,177,3715.3,2,0.6,0.60209,-0.00209,0.5,0.51818,-0.01818,0.6,0.59568,0.00432,0.5,0.49903,0.00097,0,0
0,PAUSE,178,3737.9,2,0.6,0.60209,-0.00209,0.5,0.51984,-0.01984,0.6,0.59742,0.00258,0.5,0.50097,-0.00097,0,0
0,PAUSE,179,3756.3,2,0.6,0.60209,-0.00209,0.5,0.51818,-0.01818,0.6,0.59568,0.00432,0.5,0.50097,-0.00097,0,0
0,PAUSE,180,3776.6,2,0.6,0.60209,-0.00209,0.5,0.51818,-0.01818,0.6,0.59568,0.00432,0.5,0.49903,0.00097,0,0
0,PAUSE,181,3798.9,2,0.6,0.60558,-0.00558,0.5,0.51984,-0.01984,0.6,0.59568,0.00432,0.5,0.49903,0.00097,0,0
0,MOVE,182,3819.2,-1,0.605,0.60384,0.00116,0.5,0.51818,-0.01818,0.605,0.59394,0.01106,0.5,0.50097,-0.00097,0,0
0,MOVE,183,3839.4,-1,0.61,0.60209,0.00791,0.5,0.51984,-0.01984,0.61,0.59394,0.01606,0.5,0.50097,-0.00097,0,0
0,MOVE,184,3859.6,-1,0.615,0.60209,0.01291,0.5,0.51818,-0.01818,0.615,0.59394,0.02106,0.5,0.50097,-0.00097,0,0
0,MOVE,185,3880.4,-1,0.62,0.60558,0.01442,0.5,0.51984,-0.01984,0.62,0.5922,0.0278,0.5,0.50484,-0.00484,0,0
0,MOVE,186,3900.4,-1,0.625,0.60384,0.02116,0.5,0.51818,-0.01818,0.625,0.59394,0.03106,0.5,0.50097,-0.00097,0,0
0,MOVE,187,3922.1,-1,0.63,0.60384,0.02616,0.5,0.51818,-0.01818,0.63,0.59394,0.03606,0.5,0.50097,-0.00097,0,0
0,MOVE,188,3943.9,-1,0.635,0.60384,0.03116,0.5,0.51984,-0.01984,0.635,0.59394,0.04106,0.5,0.50097,-0.00097,0,0
0,MOVE,189,3964.0,-1,0.64,0.60209,0.03791,0.5,0.51984,-0.01984,0.64,0.59394,0.04606,0.5,0.50097,-0.00097,0,0
0,MOVE,190,3987.6,-1,0.645,0.60209,0.04291,0.5,0.51818,-0.01818,0.645,0.60439,0.04061,0.5,0.49903,0.00097,0,0
0,MOVE,191,4008.2,-1,0.65,0.61257,0.03743,0.5,0.51984,-0.01984,0.65,0.59916,0.05084,0.5,0.49903,0.00097,0,0
0,PAUSE,192,4025.8,3,0.65,0.60733,0.04267,0.5,0.51818,-0.01818,0.65,0.59394,0.05606,0.5,0.49903,0.00097,0,0
0,PAUSE,193,4047.1,3,0.65,0.60908,0.04092,0.5,0.51818,-0.01818,0.65,0.60613,0.04387,0.5,0.49903,0.00097,0,0
0,PAUSE,194,4068.9,3,0.65,0.61257,0.03743,0.5,0.51984,-0.01984,0.65,0.60265,0.04735,0.5,0.50097,-0.00097,0,0
0,PAUSE,195,4091.4,3,0.65,0.61955,0.03045,0.5,0.51984,-0.01984,0.65,0.60613,0.04387,0.5,0.49903,0.00097,0,0
0,PAUSE,196,4112.2,3,0.65,0.62653,0.02347,0.5,0.51818,-0.01818,0.65,0.60961,0.04039,0.5,0.50484,-0.00484,0,0
0,PAUSE,197,4131.1,3,0.65,0.62478,0.02522,0.5,0.51984,-0.01984,0.65,0.6218,0.0282,0.5,0.49903,0.00097,0,0
0,PAUSE,198,4151.8,3,0.65,0.63351,0.01649,0.5,0.51818,-0.01818,0.65,0.61135,0.03865,0.5,0.50097,-0.00097,0,0
0,PAUSE,199,4171.4,3,0.65,0.63351,0.01649,0.5,0.51818,-0.01818,0.65,0.62006,0.02994,0.5,0.49903,0.00097,0,0
0,PAUSE,200,4194.5,3,0.65,0.637,0.013,0.5,0.51818,-0.01818,0.65,0.6218,0.0282,0.5,0.49903,0.00097,0,0
0,PAUSE,201,4215.3,3,0.65,0.64049,0.00951,0.5,0.51984,-0.01984,0.65,0.62528,0.02472,0.5,0.49903,0.00097,0,0
0,PAUSE,202,4238.0,3,0.65,0.64223,0.00777,0.5,0.51818,-0.01818,0.65,0.62528,0.02472,0.5,0.50097,-0.00097,0,0
0,PAUSE,203,4258.4,3,0.65,0.64398,0.00602,0.5,0.51984,-0.01984,0.65,0.62528,0.02472,0.5,0.50097,-0.00097,0,0
0,PAUSE,204,4275.9,3,0.65,0.64223,0.00777,0.5,0.51984,-0.01984,0.65,0.62528,0.02472,0.5,0.5029,-0.0029,0,0
0,PAUSE,205,4297.6,3,0.65,0.64398,0.00602,0.5,0.51818,-0.01818,0.65,0.62702,0.02298,0.5,0.49903,0.00097,0,0
0,PAUSE,206,4317.6,3,0.65,0.64223,0.00777,0.5,0.51984,-0.01984,0.65,0.63225,0.01775,0.5,0.49903,0.00097,0,0
0,PAUSE,207,4338.2,3,0.65,0.64398,0.00602,0.5,0.5215,-0.0215,0.65,0.63225,0.01775,0.5,0.50097,-0.00097,0,0
0,PAUSE,208,4359.5,3,0.65,0.64572,0.00428,0.5,0.51984,-0.01984,0.65,0.62528,0.02472,0.5,0.50097,-0.00097,0,0
0,PAUSE,209,4379.1,3,0.65,0.64398,0.00602,0.5,0.51984,-0.01984,0.65,0.62528,0.02472,0.5,0.50097,-0.00097,0,0
0,PAUSE,210,4400.8,3,0.65,0.64572,0.00428,0.5,0.51818,-0.01818,0.65,0.62702,0.02298,0.5,0.50097,-0.00097,0,0
0,PAUSE,211,4422.6,3,0.65,0.64398,0.00602,0.5,0.51984,-0.01984,0.65,0.62528,0.02472,0.5,0.50097,-0.00097,0,0
0,PAUSE,212,4444.2,3,0.65,0.64398,0.00602,0.5,0.51984,-0.01984,0.65,0.62528,0.02472,0.5,0.49903,0.00097,0,0
0,PAUSE,213,4463.2,3,0.65,0.64398,0.00602,0.5,0.51984,-0.01984,0.65,0.62528,0.02472,0.5,0.49903,0.00097,0,0
0,PAUSE,214,4486.7,3,0.65,0.64398,0.00602,0.5,0.51818,-0.01818,0.65,0.62702,0.02298,0.5,0.49903,0.00097,0,0
0,PAUSE,215,4506.7,3,0.65,0.64747,0.00253,0.5,0.51984,-0.01984,0.65,0.63573,0.01427,0.5,0.50097,-0.00097,0,0
0,PAUSE,216,4526.8,3,0.65,0.64398,0.00602,0.5,0.51984,-0.01984,0.65,0.62702,0.02298,0.5,0.50097,-0.00097,0,0
0,PAUSE,217,4549.0,3,0.65,0.64572,0.00428,0.5,0.51984,-0.01984,0.65,0.63921,0.01079,0.5,0.49903,0.00097,0,0
0,PAUSE,218,4568.1,3,0.65,0.64398,0.00602,0.5,0.51984,-0.01984,0.65,0.63051,0.01949,0.5,0.50097,-0.00097,0,0
0,PAUSE,219,4588.5,3,0.65,0.64398,0.00602,0.5,0.51984,-0.01984,0.65,0.63399,0.01601,0.5,0.50097,-0.00097,0,0
0,PAUSE,220,4609.5,3,0.65,0.64398,0.00602,0.5,0.51984,-0.01984,0.65,0.64618,0.00382,0.5,0.50097,-0.00097,0,0
0,PAUSE,221,4633.0,3,0.65,0.64572,0.00428,0.5,0.51984,-0.01984,0.65,0.63747,0.01253,0.5,0.50097,-0.00097,0,0
0,PAUSE,222,4653.0,3,0.65,0.64747,0.00253,0.5,0.51984,-0.01984,0.65,0.64095,0.00905,0.5,0.5029,-0.0029,0,0
0,PAUSE,223,4672.8,3,0.65,0.64747,0.00253,0.5,0.51984,-0.01984,0.65,0.63921,0.01079,0.5,0.50097,-0.00097,0,0
0,PAUSE,224,4691.6,3,0.65,0.65271,-0.00271,0.5,0.51984,-0.01984,0.65,0.63921,0.01079,0.5,0.50097,-0.00097,0,0
0,PAUSE,225,4714.7,3,0.65,0.64921,0.00079,0.5,0.51984,-0.01984,0.65,0.64792,0.00208,0.5,0.50097,-0.00097,0,0
0,PAUSE,226,4736.7,3,0.65,0.64747,0.00253,0.5,0.51984,-0.01984,0.65,0.63399,0.01601,0.5,0.50097,-0.00097,0,0
0,PAUSE,227,4757.5,3,0.65,0.65096,-0.00096,0.5,0.51984,-0.01984,0.65,0.64095,0.00905,0.5,0.49903,0.00097,0,0
0,PAUSE,228,4778.9,3,0.65,0.65096,-0.00096,0.5,0.51984,-0.01984,0.65,0.63747,0.01253,0.5,0.50097,-0.00097,0,0
0,PAUSE,229,4799.8,3,0.65,0.65096,-0.00096,0.5,0.51984,-0.01984,0.65,0.64095,0.00905,0.5,0.50097,-0.00097,0,0
0,PAUSE,230,4817.3,3,0.65,0.65096,-0.00096,0.5,0.51984,-0.01984,0.65,0.64095,0.00905,0.5,0.49903,0.00097,0,0
0,PAUSE,231,4839.3,3,0.65,0.64921,0.00079,0.5,0.52316,-0.02316,0.65,0.64095,0.00905,0.5,0.49903,0.00097,0,0
0,MOVE,232,4860.2,-1,0.655,0.64921,0.00579,0.5,0.51818,-0.01818,0.655,0.6427,0.0123,0.5,0.49903,0.00097,0,0
0,MOVE,233,4881.0,-1,0.66,0.64921,0.01079,0.5,0.51984,-0.01984,0.66,0.64095,0.01905,0.5,0.50097,-0.00097,0,0
0,MOVE,234,4902.4,-1,0.665,0.66143,0.00357,0.5,0.51984,-0.01984,0.665,0.64095,0.02405,0.5,0.49903,0.00097,0,0
0,MOVE,235,4922.4,-1,0.67,0.65096,0.01904,0.5,0.51984,-0.01984,0.67,0.64095,0.02905,0.5,0.50097,-0.00097,0,0
0,MOVE,236,4943.1,-1,0.675,0.65445,0.02055,0.5,0.51818,-0.01818,0.675,0.64095,0.03405,0.5,0.50097,-0.00097,0,0
0,MOVE,237,4963.4,-1,0.68,0.65096,0.02904,0.5,0.51984,-0.01984,0.68,0.64444,0.03556,0.5,0.50097,-0.00097,0,0
0,MOVE,238,4984.6,-1,0.685,0.65096,0.03404,0.5,0.51984,-0.01984,0.685,0.64444,0.04056,0.5,0.49903,0.00097,0,0
0,MOVE,239,5006.4,-1,0.69,0.65271,0.03729,0.5,0.51984,-0.01984,0.69,0.65663,0.03337,0.5,0.49903,0.00097,0,0
0,MOVE,240,5026.8,-1,0.695,0.65445,0.04055,0.5,0.51984,-0.01984,0.695,0.66011,0.03489,0.5,0.49903,0.00097,0,0
0,MOVE,241,5050.2,-1,0.7,0.65445,0.04555,0.5,0.51984,-0.01984,0.7,0.65488,0.04512,0.5,0.50097,-0.00097,0,0
0,PAUSE,242,5067.7,4,0.7,0.65794,0.04206,0.5,0.5215,-0.0215,0.7,0.66359,0.03641,0.5,0.50097,-0.00097,0,0
0,PAUSE,243,5088.5,4,0.7,0.66841,0.03159,0.5,0.51818,-0.01818,0.7,0.66533,0.03467,0.5,0.49903,0.00097,0,0
0,PAUSE,244,5109.8,4,0.7,0.66492,0.03508,0.5,0.51984,-0.01984,0.7,0.66881,0.03119,0.5,0.49903,0.00097,0,0
0,PAUSE,245,5132.0,4,0.7,0.66841,0.03159,0.5,0.51984,-0.01984,0.7,0.681,0.019,0.5,0.49903,0.00097,0,0
0,PAUSE,246,5154.8,4,0.7,0.67888,0.02112,0.5,0.51818,-0.01818,0.7,0.67752,0.02248,0.5,0.49903,0.00097,0,0
0,PAUSE,247,5175.2,4,0.7,0.67714,0.02286,0.5,0.51984,-0.01984,0.7,0.68274,0.01726,0.5,0.49903,0.00097,0,0
0,PAUSE,248,5195.7,4,0.7,0.68237,0.01763,0.5,0.52316,-0.02316,0.7,0.68274,0.01726,0.5,0.49903,0.00097,0,0
0,PAUSE,249,5214.3,4,0.7,0.68935,0.01065,0.5,0.51984,-0.01984,0.7,0.68449,0.01551,0.5,0.49903,0.00097,0,0
0,PAUSE,250,5236.6,4,0.7,0.6911,0.0089,0.5,0.51818,-0.01818,0.7,0.69842,0.00158,0.5,0.49903,0.00097,0,0
0,PAUSE,251,5255.5,4,0.7,0.6911,0.0089,0.5,0.51984,-0.01984,0.7,0.68797,0.01203,0.5,0.49903,0.00097,0,0
0,PAUSE,252,5276.6,4,0.7,0.69284,0.00716,0.5,0.51818,-0.01818,0.7,0.68971,0.01029,0.5,0.50097,-0.00097,0,0
0,PAUSE,253,5299.2,4,0.7,0.69634,0.00366,0.5,0.51818,-0.01818,0.7,0.68797,0.01203,0.5,0.49903,0.00097,0,0
0,PAUSE,254,5317.8,4,0.7,0.69634,0.00366,0.5,0.52316,-0.02316,0.7,0.68797,0.01203,0.5,0.49903,0.00097,0,0
0,PAUSE,255,5339.1,4,0.7,0.69808,0.00192,0.5,0.51984,-0.01984,0.7,0.68971,0.01029,0.5,0.50097,-0.00097,0,0
0,PAUSE,256,5359.8,4,0.7,0.69634,0.00366,0.5,0.51984,-0.01984,0.7,0.69493,0.00507,0.5,0.50097,-0.00097,0,0
0,PAUSE,257,5380.5,4,0.7,0.69634,0.00366,0.5,0.51984,-0.01984,0.7,0.69842,0.00158,0.5,0.49903,0.00097,0,0
0,PAUSE,258,5402.0,4,0.7,0.69808,0.00192,0.5,0.51984,-0.01984,0.7,0.69145,0.00855,0.5,0.49903,0.00097,0,0
0,PAUSE,259,5424.0,4,0.7,0.69634,0.00366,0.5,0.51984,-0.01984,0.7,0.68797,0.01203,0.5,0.49903,0.00097,0,0
0,PAUSE,260,5443.1,4,0.7,0.69808,0.00192,0.5,0.51984,-0.01984,0.7,0.69319,0.00681,0.5,0.49903,0.00097,0,0
0,PAUSE,261,5463.9,4,0.7,0.69808,0.00192,0.5,0.51984,-0.01984,0.7,0.68971,0.01029,0.5,0.49903,0.00097,0,0
0,PAUSE,262,5483.8,4,0.7,0.69808,0.00192,0.5,0.51984,-0.01984,0.7,0.69667,0.00333,0.5,0.50097,-0.00097,0,0
